Name,Artist,Album,Genre,Length,Path,UID 
Bridge Over Troubled Water (Live),Simon & Garfunkel,Greatest Hits,Cult,4:52,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Greatest Hits\09 Simon & Garfunkel - Bridge Over Troubled Water (Live).mp3,8
America,Simon & Garfunkel,Greatest Hits,Cult,3:33,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Greatest Hits\10 Simon & Garfunkel - America.mp3,9
Kathy's Song (Live),Simon & Garfunkel,Greatest Hits,Cult,3:24,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Greatest Hits\11 Simon & Garfunkel - Kathy's Song (Live).mp3,10
El Condor Pasa (If I could),Simon & Garfunkel,Greatest Hits,Cult,3:7,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Greatest Hits\12 Simon & Garfunkel - El Condor Pasa (If I could).mp3,11
Bookends,Simon & Garfunkel,Greatest Hits,Cult,1:20,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Greatest Hits\13 Simon & Garfunkel - Bookends.mp3,12
Cecilia,Simon & Garfunkel,Greatest Hits,Cult,2:53,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Greatest Hits\14 Simon & Garfunkel - Cecilia.mp3,13
He Was My Brother,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,3:21,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 01 - He Was My Brother.mp3",0
Leaves That Are Green,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,2:57,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 02 - Leaves That Are Green.mp3",1
Sparrow,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,3:6,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 03 - Sparrow.mp3",2
Homeward Bound,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,2:39,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 04 - Homeward Bound.mp3",3
You Don't Know Where Your Interest Lies,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,2:6,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 05 - You Don't Know Where Your Interest Lies.mp3",4
A Most Peculiar Man,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,2:59,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 06 - A Most Peculiar Man.mp3",5
The 59th Street Bridge Song (Feelin' Groovy),Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,1:49,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 07 - The 59th Street Bridge Song (Feelin' Groovy).mp3",6
The Dangling Conversation,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,3:1,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 08 - The Dangling Conversation.mp3",7
Richard Cory,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,3:23,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 09 - Richard Cory.mp3",8
A Hazy Shade of Winter,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,2:37,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 10 - A Hazy Shade Of Winter.mp3",9
Benedictus,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,2:55,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 11 - Benedictus.mp3",10
Blessed,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,3:45,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 12 - Blessed.mp3",11
A Poem on the Underground Wall,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,4:45,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 13 - A Poem On The Underground Wall.mp3",12
Anji,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,2:28,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 14 - Anji.mp3",13
I Am a Rock,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,2:58,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 15 - I Am A Rock.mp3",14
The Sound of Silence,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,3:25,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 16 - The Sound Of Silence.mp3",15
"For Emily, Whenever I May Find Her",Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,2:40,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 17 - For Emily, Whenever I May Find Her.mp3",16
A Church Is Burning,Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,3:43,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 18 - A Church Is Burning.mp3",17
"Wednesday Morning, 3 A.M.",Simon & Garfunkel,"Live From New York City, 1967",Folk-Rock,3:35,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon & Garfunkel - Live From New York City 1967\Simon & Garfunkel - Live From New York City, 1967 - 19 - Wednesday Morning, 3 A.M..mp3",18
April Come She Will,Simon & Garfunkel,Old Friends,Folk,1:51,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\April Come She Will.mp3,0
Benedictus,Simon & Garfunkel,Old Friends,Folk,2:40,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Benedictus.mp3,1
Bleecker Street,Simon & Garfunkel,Old Friends,Folk,2:45,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Bleecker Street.mp3,2
Blues Run The Game,Simon & Garfunkel,Old Friends,Folk,2:53,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Blues Run The Game.mp3,3
Flowers Never Bend With The Rainfall,Simon & Garfunkel,Old Friends,Folk,2:11,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Flowers Never Bend With The Rainfall.mp3,4
He Was My Brother,Simon & Garfunkel,Old Friends,Folk,2:51,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\He Was My Brother.mp3,5
Homeward Bound,Simon & Garfunkel,Old Friends,Folk,2:31,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Homeward Bound.mp3,6
I Am A Rock,Simon & Garfunkel,Old Friends,Folk,2:51,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\I Am A Rock.mp3,7
Kathy's Song,Simon & Garfunkel,Old Friends,Folk,3:19,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Kathy's Song.mp3,8
Leaves That Are Green,Simon & Garfunkel,Old Friends,Folk,2:22,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Leaves That Are Green.mp3,9
Peggy-O,Simon & Garfunkel,Old Friends,Folk,2:27,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Peggy-O.mp3,10
Richard Cory,Simon & Garfunkel,Old Friends,Folk,2:57,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Richard Cory.mp3,11
Somewhere They Can't Find Me,Simon & Garfunkel,Old Friends,Folk,2:36,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Somewhere They Can't Find Me.mp3,12
Sparrow,Simon & Garfunkel,Old Friends,Folk,2:49,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Sparrow.mp3,13
The Sound Of Silence (Single Version),Simon & Garfunkel,Old Friends,Folk,3:7,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\The Sound Of Silence (Single Version).mp3,14
The Sound Of Silence,Simon & Garfunkel,Old Friends,Folk,3:7,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\The Sound Of Silence.mp3,15
The Sun Is Burning,Simon & Garfunkel,Old Friends,Folk,2:48,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\The Sun Is Burning.mp3,16
We've Got A Groovy Thing Goin',Simon & Garfunkel,Old Friends,Folk,1:59,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\We've Got A Groovy Thing Goin'.mp3,17
"Wednesday Morning, 3 A.M.",Simon & Garfunkel,Old Friends,Folk,2:16,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD1\Wednesday Morning, 3 A.M..mp3",18
7 O'Clock News / Silent Night,Simon & Garfunkel,Old Friends,Folk,2:4,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\7 O'Clock News _ Silent Night.mp3,0
A Church Is Burning,Simon & Garfunkel,Old Friends,Folk,3:29,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\A Church Is Burning.mp3,1
A Hazy Shade Of Winter,Simon & Garfunkel,Old Friends,Folk,2:18,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\A Hazy Shade Of Winter.mp3,2
A Poem On The Underground Wall,Simon & Garfunkel,Old Friends,Folk,4:30,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\A Poem On The Underground Wall.mp3,3
America,Simon & Garfunkel,Old Friends,Folk,3:37,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\America.mp3,4
Anji,Simon & Garfunkel,Old Friends,Folk,2:30,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Anji.mp3,5
At The Zoo,Simon & Garfunkel,Old Friends,Folk,2:24,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\At The Zoo.mp3,6
Blessed,Simon & Garfunkel,Old Friends,Folk,3:40,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Blessed.mp3,7
Cloudy,Simon & Garfunkel,Old Friends,Folk,2:23,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Cloudy.mp3,8
Comfort And Joy,Simon & Garfunkel,Old Friends,Folk,1:51,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Comfort And Joy.mp3,9
Fakin' It,Simon & Garfunkel,Old Friends,Folk,3:19,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Fakin' It.mp3,10
"For Emily, Whenever I May Find Her",Simon & Garfunkel,Old Friends,Folk,2:6,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\For Emily, Whenever I May Find Her.mp3",11
Patterns,Simon & Garfunkel,Old Friends,Folk,2:47,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Patterns.mp3,12
Punky's Dilemma,Simon & Garfunkel,Old Friends,Folk,2:15,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Punky's Dilemma.mp3,13
Red Rubber Ball,Simon & Garfunkel,Old Friends,Folk,2:29,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Red Rubber Ball.mp3,14
Save The Life Of My Child,Simon & Garfunkel,Old Friends,Folk,2:49,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Save The Life Of My Child.mp3,15
Scarborough Fair / Canticle,Simon & Garfunkel,Old Friends,Folk,3:12,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Scarborough Fair _ Canticle.mp3,16
Star Carol,Simon & Garfunkel,Old Friends,Folk,1:47,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\Star Carol.mp3,17
The 59th Street Bridge Song (Feelin' Groovy),Simon & Garfunkel,Old Friends,Folk,1:55,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\The 59th Street Bridge Song (Feelin' Groovy).mp3,18
The Dangling Conversation,Simon & Garfunkel,Old Friends,Folk,2:38,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\The Dangling Conversation.mp3,19
You Don't Know Where Your Interest Lies,Simon & Garfunkel,Old Friends,Folk,2:21,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD2\You Don't Know Where Your Interest Lies.mp3,20
A Most Peculiar Man,Simon & Garfunkel,Old Friends,Folk,2:35,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\A Most Peculiar Man.mp3,0
Baby Driver,Simon & Garfunkel,Old Friends,Folk,3:17,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Baby Driver.mp3,1
Bridge Over Troubled Water,Simon & Garfunkel,Old Friends,Folk,4:55,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Bridge Over Troubled Water.mp3,2
"Bye, Bye Love",Simon & Garfunkel,Old Friends,Folk,2:46,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Bye, Bye Love.mp3",3
Cecilia,Simon & Garfunkel,Old Friends,Folk,2:57,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Cecilia.mp3,4
El Condor Pasa (If I Could),Simon & Garfunkel,Old Friends,Folk,3:8,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\El Condor Pasa (If I Could).mp3,5
Feuilles-O,Simon & Garfunkel,Old Friends,Folk,1:43,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Feuilles-O.mp3,6
Hey Schoolgirl / Black Slacks,Simon & Garfunkel,Old Friends,Folk,1:32,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Hey Schoolgirl _ Black Slacks.mp3,7
Keep The Customer Satisfied,Simon & Garfunkel,Old Friends,Folk,2:36,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Keep The Customer Satisfied.mp3,8
Mrs. Robinson,Simon & Garfunkel,Old Friends,Folk,4:5,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Mrs. Robinson.mp3,9
My Little Town,Simon & Garfunkel,Old Friends,Folk,3:51,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\My Little Town.mp3,10
Old Friends / Bookends,Simon & Garfunkel,Old Friends,Folk,3:58,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Old Friends _ Bookends.mp3,11
Overs,Simon & Garfunkel,Old Friends,Folk,3:5,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Overs.mp3,12
"So Long, Frank Lloyd Wright",Simon & Garfunkel,Old Friends,Folk,3:43,"C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\So Long, Frank Lloyd Wright.mp3",13
Song For The Asking,Simon & Garfunkel,Old Friends,Folk,1:51,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Song For The Asking.mp3,14
That Silver Haired Daddy Of Mine,Simon & Garfunkel,Old Friends,Folk,3:28,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\That Silver Haired Daddy Of Mine.mp3,15
The Boxer,Simon & Garfunkel,Old Friends,Folk,5:9,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\The Boxer.mp3,16
The Only Living Boy In New York,Simon & Garfunkel,Old Friends,Folk,4:0,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\The Only Living Boy In New York.mp3,17
Why Don't You Write Me,Simon & Garfunkel,Old Friends,Folk,2:46,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\Simon e gartfunkel - Old Friends\CD3\Why Don't You Write Me.mp3,18
The Sound of Silence,Simon & Garfunkel,The Graduate - Original Soundtrack,Rock,3:6,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\01 The Sound of Silence.mp3,0
The Singleman Party Foxtrot,Dave Grusin,The Graduate - Original Soundtrack,Rock,2:52,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\02 The Singleman Party Foxtrot.mp3,1
Mrs. Robinson,Simon & Garfunkel,The Graduate - Original Soundtrack,Rock,1:14,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\03 Mrs. Robinson.mp3,2
Sunporch Cha-Cha-Cha,Dave Grusin,The Graduate - Original Soundtrack,Rock,2:53,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\04 Sunporch Cha-Cha-Cha.mp3,3
Scarborough Fair/Canticle (Interlude),Simon & Garfunkel,The Graduate - Original Soundtrack,Rock,1:42,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\05 Scarborough Fair_Canticle (Interlude).mp3,4
On The Strip,Dave Grusin,The Graduate - Original Soundtrack,Rock,2:0,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\06 On The Strip.mp3,5
April Come She Will,Simon & Garfunkel,The Graduate - Original Soundtrack,Rock,1:50,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\07 April Come She Will.mp3,6
The Folks,Dave Grusin,The Graduate - Original Soundtrack,Rock,2:27,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\08 The Folks.mp3,7
Scarborough Fair/Canticle,Simon & Garfunkel,The Graduate - Original Soundtrack,Rock,6:22,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\09 Scarborough Fair_Canticle.mp3,8
A Great Effect,Dave Grusin,The Graduate - Original Soundtrack,Rock,4:6,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\10 A Great Effect.mp3,9
The Big Bright Green Pleasure Machine,Simon & Garfunkel,The Graduate - Original Soundtrack,Rock,1:46,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\11 The Big Bright Green Pleasure Machine.mp3,10
Whew,Simon & Garfunkel,The Graduate - Original Soundtrack,Rock,2:11,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\12 Whew.mp3,11
Mrs. Robinson,Simon & Garfunkel,The Graduate - Original Soundtrack,Rock,1:12,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\13 Mrs. Robinson.mp3,12
The Sound of Silence,Simon & Garfunkel,The Graduate - Original Soundtrack,Rock,3:8,C:\Users\Devon Welch\Downloads\Simon And Garfunkel Discography\The Graduate - Original Soundtrack\14 The Sound of Silence.mp3,13
Accidentally in Love,Counting Crows,Shrek 2 OST,Soundtrack,3:8,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\01. Accidentally in Love - Counting Crows.1.mp3,0
Holding Out for A Hero,Frou Frou,Shrek 2 OST,Soundtrack,3:21,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\02. Holding Out for A Hero - Frou Frou.1.mp3,1
Changes,Butterfly Boucher Feat. David,Shrek 2 OST,Soundtrack,3:21,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\03. Changes - Butterfly Boucher Feat. David.1.mp3,2
As Lovers Go (Ron Fair Remix),Dashboard Confessional,Shrek 2 OST,Soundtrack,3:28,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\04. As Lovers Go (Ron Fair Remix) - Dashboard Confessional.1.mp3,3
Funkytown,"Lipps, Inc",Shrek 2 OST,Soundtrack,3:59,"C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\05. Funkytown - Lipps, Inc.1.mp3",4
Im on My Way,Rich Price,Shrek 2 OST,Soundtrack,3:21,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\06. Im on My Way - Rich Price.1.mp3,5
I Need Some Sleep,Eels,Shrek 2 OST,Soundtrack,2:27,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\07. I Need Some Sleep - Eels.1.mp3,6
Ever Fallen in Love,Pete Yorn,Shrek 2 OST,Soundtrack,2:31,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\08. Ever Fallen in Love - Pete Yorn.1.mp3,7
Little Drop of Poison - Tom Waits,OST - Shrek 2,Shrek 2 OST,Soundtrack,3:11,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\09-tom_waits-little_drop_of_poison-LosEnviados.Net.1.mp3,8
People Aint No Good,Nick Cave and the Bad Seeds,Shrek 2 OST,Soundtrack,5:39,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\11-nick_cave_and_the_bad_seeds-people_aint_no_good-xxl.1.mp3,9
Fairy Godmother Song,Jennifer Saunders,Shrek 2 OST,Soundtrack,1:52,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\12-jennifer_saunders-fairy_godmother_song-xxl.1.mp3,10
13-eddie_murphy_and_antonio_banderas-livin_la_vida_loca-lose.1,Soundtrack-Shrek-1-3 - Zz,Soundtrack-Shrek 2,Unknown,3:23,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\13-eddie_murphy_and_antonio_banderas-livin_la_vida_loca-lose.1.mp3,11
Holding Out for A Hero (Bonus,Jennifer Saunders,Shrek 2 OST,Soundtrack,3:56,C:\Users\Devon Welch\Downloads\Soundtrack-Shrek-1-3 - Zz\Soundtrack-Shrek 2\14 - Jennifer Saunders - Holding Out for A Hero (Bonus.1.mp3,12
Stephen Colbert & The Roots - Friday,Stephen Colbert & The Roots,Downloads,Pop,4:30,C:\Users\Devon Welch\Downloads\Stephen+Colbert+%26+The+Roots+-+Friday.mp3,13
No Way! Only 1m20s to Suck Up,Tarantula,Gurren Lagann Original Soundtrack (Disc 1),Anime,1:19,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\01 - No Way! Only 1m20s to Suck Up.mp3,0
Is a Mole Just a Mole?,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,2:53,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\02 - Is a Mole Just a Mole.mp3,1
Rap wa Kan no Tamashii da!,Tarantula,Gurren Lagann Original Soundtrack (Disc 1),Anime,2:55,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\03 - Rap wa Kan no Tamashii da!.mp3,2
Can a Mole Pig Dream of Spirals?,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,2:54,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\04 - Can a Mole Pig Dream of Spirals.mp3,3
Boobs VS Boobs,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,3:8,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\05 - Boobs VS Boobs.mp3,4
Is it Okay to Burn with Passion?,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,5:12,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\06 - Is it Okay to Burn with Passion.mp3,5
"With Your xxx, Pierce the Heavens!! ~The Surface Seen for the First Time ver.~",Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,2:9,"C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\07 - With Your xxx, Pierce the Heavens!! ~The Surface Seen ver.~.mp3",6
Elegy for Kamina's Father Who Became a Skeleton,Taku Iwasaki,Gurren Lagann Original Soundtrack (Disc 1),Anime,3:11,C:\Users\Devon Welch\Downloads\Tengen Toppa Gurren Lagann OST\Disc 1\08 - Elegy for Kamina's Father Who Became a Skeleton.mp3,7
